"","KO","S561toS566_AD.AD6","S1001_3_4_AD1_3_4","S1002_5_6_AD2_5_6","S1147_49_50_AD1_3_4","S1148_51_52_AD2_5_6","S1154_57_58_AD2_5_6","F5","F55","F110","F124","F179","S119.full","S370.full","S1273.ADFull","S1554.ADFull","S1813.ADFull"
"289","K00357",5,0,16,7,0,11,84,83,75,65,124,32,14,15,29,20
"290","K00360",46,60,98,56,61,103,120,166,173,120,130,118,68,116,70,72
"291","K00362",5087,4854,5426,5771,4871,7091,5977,5678,5826,5761,6424,5424,4606,5260,4405,4364
"292","K00363",384,272,618,274,328,699,1694,1377,1835,1592,1826,619,567,685,475,459
"293","K00364",211,182,773,200,336,754,1219,1325,1240,1369,1315,612,363,328,414,307
"294","K00365",97,84,163,80,90,104,346,252,404,443,371,219,186,224,179,160
"295","K00366",378,308,334,268,305,194,942,690,881,628,806,459,440,459,342,407
"296","K00367",12,10,18,10,13,24,252,115,92,119,95,11,21,41,9,35
"297","K00368",1532,1409,3302,1864,1716,2331,6014,4584,5744,5294,5302,3094,2456,3041,2315,2476
"298","K00370",4480,4233,8547,5157,4492,7409,14504,11966,14604,14580,14643,8196,7475,9250,6703,6665
"299","K00371",2065,1842,3852,2314,1973,3209,6503,5236,6105,6476,6105,3837,3261,4152,2975,3122
"300","K00372",1419,1301,2865,1407,1488,3150,7033,5477,5984,5768,6851,3338,2963,3143,2469,2745
"301","K00373",726,646,1372,896,709,1200,2270,2003,2274,2281,2303,1224,1028,1508,1041,1075
"302","K00374",926,888,1771,1175,836,1330,2649,2179,2590,2642,2749,1937,1630,2011,1575,1613
"303","K00375",1763,1529,3075,1836,4142,3596,5679,5255,5602,5535,5737,2934,2676,3067,2328,2632
"304","K00376",505,582,1842,652,550,1780,4122,4199,3735,4481,4492,1527,1347,1361,1264,1008
"305","K00380",957,879,1654,1210,1099,1965,3658,3367,4087,3796,4093,1722,1460,2043,1475,1637
"306","K00381",591,654,2159,701,808,2055,4594,4355,4272,4622,5027,1478,1309,1554,1351,1153
"307","K00382",16670,15666,17203,18063,15944,13948,22308,18802,20741,21442,21772,21871,18557,21227,18411,18813
"308","K00383",1514,1287,1304,1461,1003,922,2558,2571,2689,3036,2983,1172,1153,1310,1214,1122
"309","K00384",14968,13762,13945,16449,15590,14037,13956,12272,13737,13426,13454,16825,14546,16514,14589,14675
"310","K00385",170,109,150,171,213,115,110,78,78,69,64,287,210,343,348,378
"311","K00387",914,864,1452,1194,912,1146,3206,2226,2955,2830,2999,2199,1924,2360,1589,2205
"312","K00389",323,263,330,295,237,364,628,474,618,558,561,577,471,627,508,434
"313","K00390",7981,7854,9670,7597,9052,9932,3806,3137,3338,3398,3501,5543,5216,5209,5287,5089
"314","K00392",1158,1208,2226,1318,1217,1789,3890,2707,3425,3242,3166,2307,2012,2646,1526,1717
"315","K00394",203,144,318,181,168,318,576,563,590,435,431,408,312,393,290,283
"316","K00395",396,352,356,408,415,151,112,74,94,95,84,33,38,49,73,41
"317","K00399",1818,1748,559,1458,2067,439,40,26,29,4,4,1382,1144,1103,1282,1225
"318","K00400",1989,2015,515,1767,2176,432,43,28,47,44,16,2163,2045,2129,1818,2169
"319","K00401",1398,1406,485,1122,1478,278,40,22,14,23,15,1086,989,893,975,945
"320","K00402",858,837,248,690,959,144,21,12,17,2,6,685,610,546,631,659
"321","K00404",886,996,2459,1120,1143,2412,5329,5012,5184,5755,5776,2025,1828,2156,1743,1663
"322","K00405",448,480,1295,610,525,1166,2979,2712,2994,3176,3196,1073,1022,1149,937,775
"323","K00406",614,694,1955,767,593,1710,4508,4652,4469,4838,4931,1519,1316,1524,1310,1154
"324","K00407",106,77,289,120,79,279,686,613,655,630,678,184,181,207,185,142
"325","K00410",54,63,75,63,77,63,248,218,252,279,203,174,138,223,163,122
"326","K00411",257,242,816,277,364,934,2154,1933,1837,1930,2080,656,625,727,597,545
"327","K00412",946,1004,2506,1200,1151,2269,5586,6610,6084,5558,5858,2460,2315,2965,2296,2137
"328","K00413",190,222,858,301,370,849,1950,1992,1885,1934,1909,486,429,517,376,380
"329","K00414",6,4,2,8,19,9,2,1,2,10,2,4,10,13,16,8
"330","K00416",0,2,10,0,5,2,0,0,0,0,0,0,0,2,1,10
"331","K00417",0,2,10,2,2,1,0,0,0,0,0,0,0,0,0,0
"332","K00423",159,163,350,175,224,217,958,854,840,908,985,305,299,367,275,329
"333","K00425",4033,3543,4467,4319,4112,3183,6463,5362,6007,6176,5795,7259,6042,6890,5892,6001
"334","K00426",2815,2818,3162,3147,2950,2203,4732,3810,4482,4442,4393,5150,4377,5028,4320,4393
"335","K00427",47,68,356,62,129,477,528,853,726,845,837,53,67,54,55,41
"336","K00428",1536,1409,2243,1405,1016,1637,7887,7780,7970,8772,9126,4009,3278,3555,3389,2864
"337","K00432",947,975,2265,968,916,2167,4785,4271,4252,4582,4416,2614,2146,2646,2323,2231
"338","K00433",1418,1281,1779,1638,1253,3659,3788,3196,3937,3415,3669,2563,2235,2681,1984,2290
"339","K00435",237,221,258,136,133,129,504,329,467,410,444,329,262,297,188,267
"340","K00436",5350,5078,3415,5392,3763,2929,1995,1615,1440,1462,1625,5876,5336,5509,4680,4839
"341","K00437",2,0,0,5,0,0,13,15,0,12,6,9,3,18,16,22
"342","K00440",808,864,233,776,1009,203,14,10,2,2,9,301,228,265,290,226
"343","K00441",2477,2757,872,2583,2415,549,612,395,520,460,656,3037,2667,2964,2898,2953
"344","K00442",384,383,109,330,473,76,8,23,2,10,11,113,123,110,176,121
"345","K00443",560,532,169,606,772,131,19,19,4,5,1,166,157,131,177,180
"346","K00446",212,207,577,251,304,531,1670,1075,1183,1259,1624,565,558,628,576,515
"347","K00448",93,88,100,105,72,108,371,341,453,401,375,230,187,207,185,277
"348","K00449",443,397,728,455,368,591,1326,1326,1749,1472,1290,698,604,814,520,366
"349","K00450",216,204,442,242,208,428,920,893,955,1028,1015,586,481,521,441,468
"350","K00451",448,493,1068,601,518,997,2969,2560,2999,3376,3256,1185,1006,1381,922,890
"351","K00452",49,90,214,52,58,183,542,572,639,716,720,183,124,164,178,118
"352","K00453",170,178,617,173,230,562,1949,1863,1929,2245,2402,455,408,497,408,381
"353","K00455",110,136,286,162,145,327,635,636,693,754,838,327,250,297,252,216
"354","K00456",10,2,57,6,12,47,165,144,222,198,205,45,23,16,28,0
"355","K00457",800,736,2126,818,820,2136,4564,4099,4792,5123,5087,1800,1368,1672,1279,1073
"356","K00459",5008,4471,7199,5680,6376,8139,11710,10392,12377,11969,12373,8394,7265,9433,7461,6832
"357","K00462",49,58,109,68,59,71,149,98,180,113,68,96,138,155,60,40
"358","K00463",3,7,19,7,7,8,300,163,177,203,201,26,58,40,53,25
"359","K00464",152,105,162,142,164,239,259,216,356,276,340,277,178,362,120,186
"360","K00466",22,18,34,37,13,15,170,126,173,146,197,86,90,90,79,72
"361","K00467",430,361,584,545,417,576,1049,851,1167,993,834,759,684,946,572,662
"362","K00469",63,75,115,83,53,114,246,236,171,224,239,108,91,85,66,65
"363","K00471",52,70,184,81,52,146,390,375,528,458,388,163,144,166,126,89
"364","K00472",79,80,385,101,158,400,866,1034,1045,1017,1060,173,179,187,195,135
"365","K00474",8,3,15,8,9,15,70,27,41,53,80,34,20,38,18,29
"366","K00475",31,15,60,27,18,41,52,45,61,58,108,44,59,46,71,128
"367","K00476",11,11,73,21,18,62,267,244,257,317,330,66,51,76,98,62
"368","K00477",551,446,757,552,437,646,2014,2615,3467,2801,1920,798,862,1085,694,504
"369","K00479",908,1009,1564,1245,949,1208,2249,1790,2496,2547,2518,1570,1523,1992,1169,1340
"370","K00480",381,402,885,479,429,714,1661,1895,2051,2089,2080,725,690,989,681,732
"371","K00481",294,308,789,370,393,734,1459,1449,1852,1734,1751,606,518,628,504,501
"372","K00483",205,196,325,287,159,262,731,713,949,1036,1023,595,474,604,591,481
"373","K00484",14,14,58,17,28,21,185,167,192,236,175,52,34,46,33,45
"374","K00485",975,875,1446,1007,747,919,2075,1276,1815,1834,1798,1636,1383,1845,1000,1058
"375","K00486",131,82,340,171,94,315,1107,1296,1263,1423,1295,418,296,433,350,306
"376","K00487",0,1,6,2,0,3,18,3,0,5,24,0,0,0,0,0
"377","K00488",0,0,3,0,0,2,17,5,13,7,5,6,0,2,0,1
"378","K00489",4,0,2,8,2,10,19,5,16,2,4,0,0,0,0,0
"379","K00490",53,57,66,83,60,138,2,3,4,0,4,207,160,241,106,125
"380","K00491",2,0,12,2,10,19,57,45,103,105,125,4,13,13,19,34
"381","K00493",1298,1247,1973,1603,1241,1820,3526,2825,3870,3448,3356,2505,2253,2998,1867,1932
"382","K00494",205,151,200,190,159,227,317,282,346,269,264,180,187,323,111,178
"383","K00496",832,756,1279,1014,840,1434,2612,2261,2671,2548,2638,1632,1374,1939,1058,1057
"384","K00499",1193,1054,1870,1415,1151,2358,3627,3421,4218,3861,3886,2524,2106,2779,1803,1771
"385","K00500",145,139,457,178,193,462,1104,1228,1235,1357,1370,276,224,288,231,247
"386","K00503",2,0,19,4,7,7,11,21,7,21,37,0,0,1,6,0
"387","K00504",88,76,134,118,76,117,510,488,629,666,515,193,145,137,126,138
"388","K00505",192,250,306,230,221,186,490,348,508,461,415,257,261,250,211,210
"389","K00507",633,538,1406,626,604,1149,4297,3646,3676,3840,4136,1450,1060,1236,912,863
"390","K00508",1171,949,1685,1315,1167,1590,3426,2863,3457,3598,3632,2262,1984,2567,1557,1781
"391","K00511",67,68,134,91,79,69,140,143,211,300,161,107,80,193,90,34
"392","K00512",4,20,24,31,18,45,45,14,106,114,74,15,8,75,81,34
"393","K00514",166,142,192,227,94,75,197,184,214,197,173,203,220,175,211,152
"394","K00515",32,43,72,44,34,45,62,23,36,20,33,48,54,50,29,32
"395","K00517",0,0,8,0,2,6,0,0,0,0,0,0,0,0,0,0
"396","K00518",222,181,302,288,215,300,388,238,303,305,269,281,285,420,156,206
"397","K00520",489,477,1302,501,678,1287,3587,3117,3518,3613,3824,1405,1138,1317,1085,874
"398","K00521",51,88,68,96,55,75,43,47,43,40,43,50,43,37,73,49
"399","K00522",13,36,58,32,21,69,0,6,10,4,0,0,2,0,10,12
"400","K00523",458,531,1570,564,614,2141,3786,3567,3140,3711,4076,930,817,850,915,684
"401","K00524",14,14,20,4,48,169,4,2,0,7,2,18,10,8,22,2
"402","K00525",29601,26667,29893,30144,29018,29009,26826,23678,25835,26252,26141,33039,27316,30781,28693,27185
"403","K00526",1132,1130,2800,1254,1451,2599,4659,4248,4697,4567,4432,1932,1684,1973,1509,1512
"404","K00527",626,491,673,664,394,668,37,111,141,93,47,316,391,219,212,123
"405","K00528",6513,5811,6568,6381,6886,7573,6793,5678,6920,6554,5809,9321,8107,9717,7753,7901
"406","K00529",1879,1637,2580,2124,1659,2251,4790,3593,4837,4366,4625,3680,3271,4023,2482,2853
"407","K00531",0,0,0,0,0,5,14,2,4,3,8,0,2,0,2,6
"408","K00532",0,0,0,4,15,8,0,0,0,0,0,9,20,13,2,7
"409","K00533",1740,1096,1312,1246,3120,2472,763,563,214,234,225,1139,909,988,1145,1106
"410","K00534",77,31,257,63,52,366,478,424,308,345,525,93,82,69,93,51
"411","K00537",906,752,1660,836,1177,2400,3380,3183,3308,3464,3243,1571,1404,1647,1204,1419
"412","K00543",86,70,21,54,29,21,233,198,259,253,311,33,43,41,18,20
"413","K00544",47,54,41,64,48,26,101,38,56,56,51,42,30,27,26,16
"414","K00545",130,133,146,236,127,193,277,231,279,248,175,272,226,340,163,192
"415","K00547",1840,1820,1694,2072,1126,2438,1862,1526,2130,1946,1795,1789,1655,1911,1858,1575
"416","K00548",19998,18778,20445,20471,20196,23774,24924,21515,22510,24330,23788,29581,25164,28995,24767,25293
"417","K00549",4179,4196,4051,4691,3850,3289,6515,6181,6958,6279,6469,3548,3154,3958,3306,3270
"418","K00551",0,8,3,3,0,9,0,0,0,0,0,0,0,0,0,0
"419","K00552",110,123,87,148,112,40,60,48,45,35,25,121,132,109,131,108
"420","K00554",8386,7881,6853,8958,8286,7418,5843,5077,5340,5549,5537,9180,7491,8745,7836,7926
"421","K00555",725,772,274,676,967,149,19,12,17,14,13,758,663,678,718,789
"422","K00556",2097,1967,1325,2540,1176,663,1028,872,783,1014,900,1737,1488,1836,1700,1672
"423","K00557",120,111,254,96,98,216,786,674,559,453,582,207,209,144,280,191
"424","K00558",15274,14241,17757,13546,30286,29995,11106,9217,9648,8865,8722,21303,19556,20007,21511,19648
"425","K00559",755,811,338,923,386,239,548,375,588,472,488,724,629,537,539,532
"426","K00560",6477,5566,6083,6646,7868,6240,6095,5736,5788,5847,5755,6888,5552,6335,5934,5994
"427","K00561",646,700,390,667,1076,1045,574,463,640,494,551,795,714,824,772,1000
"428","K00563",440,464,823,493,717,2496,883,934,949,956,978,454,479,463,313,373
"429","K00564",2394,2034,1654,2319,2434,1272,2012,1898,2346,1959,2306,1748,1315,1635,1521,1818
"430","K00565",0,4,5,5,5,7,0,12,2,15,29,4,2,10,12,25
"431","K00566",14490,12975,11994,16722,13151,10693,8158,6976,7392,7481,7066,15355,12801,14249,13557,12763
"432","K00567",4833,4797,4326,5562,4326,4690,4270,3775,3869,3989,3982,5735,4979,5491,4999,5008
"433","K00568",13750,12619,9415,14731,8448,8331,11808,10678,12679,12541,11379,15457,13621,15813,13409,13435
"434","K00569",44,40,216,42,41,204,659,643,533,897,784,98,118,81,117,135
"435","K00570",1565,1319,1159,1662,1395,868,1784,1528,1915,1978,1851,1886,1651,1697,1624,1660
"436","K00571",47997,43761,42305,44280,54418,60596,10544,8847,9088,7820,7574,41986,34212,37404,42963,33438
"437","K00573",6338,6289,5234,6866,4259,3405,5445,5051,5338,5393,5125,9524,7900,9241,9016,8307
"438","K00574",5884,5636,6714,7062,4812,5715,9545,8300,10215,9831,9532,9684,8263,10525,7832,7930
"439","K00575",4878,4799,3570,4428,7116,5316,4912,4404,4699,5017,5377,4949,4107,4217,4606,3901
"440","K00577",1626,1463,702,1616,1430,248,40,30,38,26,18,1094,957,912,946,975
"441","K00578",285,307,78,258,326,85,6,4,6,2,0,293,298,261,254,273
"442","K00579",607,639,201,552,717,146,7,6,16,6,4,622,490,576,572,590
"443","K00580",538,603,171,520,679,118,7,0,4,3,2,525,465,444,427,520
"444","K00581",656,707,220,593,789,103,19,12,10,1,1,588,502,597,573,603
"445","K00582",226,209,74,226,262,39,3,7,1,6,0,248,247,168,191,230
"446","K00583",128,140,32,135,197,38,0,5,2,2,2,213,200,193,152,174
"447","K00584",1048,1127,329,1070,1294,274,43,20,33,11,11,1223,989,1026,1074,1116
"448","K00586",0,3,2,0,0,0,0,2,0,12,9,0,0,1,5,9
"449","K00587",1537,1465,555,1984,731,389,526,548,693,648,449,2652,2159,2449,2234,2161
"450","K00588",1201,1001,1520,1194,1677,1277,2369,2122,2449,2500,2322,1975,1649,2202,1619,1678
"451","K00590",30520,29256,17505,33806,20362,19470,3100,2311,2716,2396,2469,27552,22134,22072,25427,21788
"452","K00591",257,256,131,180,69,91,325,296,250,282,258,194,164,163,239,158
"453","K00594",138,118,242,152,111,119,478,494,617,598,447,147,255,350,205,178
"454","K00595",703,587,1134,868,842,1285,1700,1601,1904,1613,1627,1190,1139,1347,901,1026
"455","K00596",20,34,40,49,46,69,156,120,176,154,255,112,82,110,94,90
"456","K00597",0,8,4,6,0,5,0,0,0,0,4,0,0,0,0,0
"457","K00598",1184,1064,1433,1278,2217,2495,2684,2112,2736,2706,2480,2257,1962,2455,1777,1752
"458","K00599",0,3,21,6,22,64,13,32,21,30,36,12,20,9,7,21
"459","K00600",16241,15123,13747,18003,13418,13293,10860,9211,10048,9864,9810,17872,15457,16972,14844,15156
"460","K00601",20,18,65,11,14,43,23,30,54,25,7,1028,942,769,797,730
"461","K00602",12199,11790,11362,12985,13692,12347,11292,9644,10193,10553,10249,15718,13477,15240,14029,13617
"462","K00603",1559,1721,1417,1495,2783,1140,574,474,503,481,413,1903,1678,1622,1680,1475
"463","K00604",11254,9804,8690,11220,9138,8440,7314,6535,7149,7189,6951,11546,10053,11344,10648,10655
"464","K00605",7701,7770,6987,8869,8072,5171,8291,6759,7979,8242,7836,10752,9269,10488,9497,9001
"465","K00606",6199,5735,5341,6817,5836,3947,5047,4474,4889,5198,4871,7845,6098,7021,6749,6709
"466","K00608",1142,1314,621,1198,1058,226,0,0,0,0,0,499,228,478,420,380
"467","K00609",8263,7593,7177,9232,8188,8133,6587,5918,5966,6070,6059,9588,8389,9074,8265,8340
"468","K00610",1032,1021,626,1142,1211,612,293,229,165,179,148,1483,1162,1513,1402,1355
"469","K00611",9049,8603,7687,10061,8647,7743,6668,5422,6057,5574,5779,10498,9030,10169,9054,9313
"470","K00612",4360,4047,2607,4833,1192,2043,5372,3975,4394,4465,4668,5934,5680,5905,5177,4994
"471","K00613",48,68,115,60,73,76,167,106,183,143,246,412,319,318,253,366
"472","K00615",26285,23193,20645,27784,24549,20843,20373,17046,19708,19769,19229,29202,25071,28485,25073,24557
"473","K00616",4530,4715,4637,5042,4837,5145,5785,5267,5727,5666,5730,6767,5498,6595,5517,5579
"474","K00619",1267,1197,738,1125,1037,674,1137,1012,1183,1065,980,1322,1150,1403,1319,1185
"475","K00620",4989,4297,4722,4327,5704,6866,6735,5635,6046,5979,6138,5901,5374,6154,5480,5283
"476","K00621",288,100,281,173,533,50,152,140,122,135,121,114,107,111,94,104
"477","K00622",55,44,73,46,43,86,62,72,68,63,37,92,66,111,46,41
"478","K00624",12,16,55,37,22,18,49,43,57,73,95,57,68,79,68,130
"479","K00625",3344,2880,2768,3229,3552,4372,3553,3766,3267,3408,3363,5185,4469,5114,4766,4715
"480","K00626",27095,24318,28116,28949,18510,25479,39942,34430,40128,38242,39330,41628,35149,39450,34827,32991
"481","K00627",8584,7754,9919,9272,7442,7834,14791,12307,14317,14632,14025,11104,9300,11516,8775,8993
"482","K00629",4,2,18,0,0,0,0,0,0,1,3,0,0,0,0,0
"483","K00630",11,7,12,8,4,13,19,10,23,13,3,13,8,12,8,8
"484","K00631",1917,1739,2163,2029,1109,2120,3625,3672,3649,4212,4005,3575,3032,3333,3792,2875
"485","K00632",6141,5021,6678,6221,4618,6167,10217,8857,9681,10390,10380,8075,6773,7711,6695,5979
"486","K00633",453,318,672,504,677,1616,471,459,474,475,319,635,522,608,554,515
"487","K00634",8435,8605,5992,10164,8067,3402,916,771,682,726,685,9848,8078,9016,8939,8561
"488","K00635",4822,4267,7771,5747,4806,7533,12841,9966,13099,12412,12014,9672,8164,11171,6396,7015
"489","K00638",229,214,185,221,187,100,205,161,129,161,161,441,359,519,604,485
"490","K00639",8816,8632,6141,10420,7340,4434,4868,3876,4190,4683,4579,11168,9058,10732,9558,9829
"491","K00640",8449,7820,7477,8797,8512,9169,7788,6565,6554,6946,6638,10315,8486,9831,8789,8228
"492","K00641",3780,3831,5010,3813,3601,4400,8616,7612,7939,8226,8449,7350,6050,6834,6555,5621
"493","K00643",229,265,525,372,302,369,1266,1161,1519,1402,1511,819,757,942,702,679
"494","K00645",7013,6613,6166,7639,8496,8851,6820,5931,6101,6406,6387,8979,7500,8745,8286,7745
"495","K00647",633,699,2297,642,726,2856,4215,4665,4359,4591,4621,3249,2372,3190,2939,2797
"496","K00648",12255,11537,8720,13666,8993,13607,8848,8214,8027,8224,8223,12919,10690,12077,12076,11396
"497","K00649",0,2,5,8,0,3,10,6,5,70,49,0,0,0,0,0
"498","K00651",1142,696,1069,628,2534,3307,1200,1059,1023,1042,1070,931,1090,1051,973,1061
"499","K00652",7238,6779,6066,8840,5458,4083,4770,4176,4308,4492,4266,8817,6973,8177,7347,7222
"500","K00654",2,6,28,17,8,12,4,0,2,5,13,5,0,3,2,9
"501","K00655",14798,13799,14278,16414,10559,12950,15710,13389,15087,15554,14938,21620,17787,20569,18767,18075
"502","K00656",12673,9765,8269,11488,12545,8860,6163,5094,5164,4872,4399,14194,11648,12945,13321,12116
"503","K00657",3838,3388,3121,4390,3554,2878,2302,2229,2538,2432,2261,4253,3571,4139,3764,3642
"504","K00658",1963,2220,4247,2339,2251,3892,8701,7703,8564,8830,8392,4799,4160,4581,3986,3876
"505","K00660",2,0,15,0,5,15,82,90,69,79,67,25,13,17,26,17
"506","K00661",3494,3275,2565,3470,3314,1980,3134,2362,2642,2513,2387,5460,4954,5531,5158,5058
"507","K00662",685,695,656,751,706,480,514,410,476,445,395,604,599,635,489,508
"508","K00663",493,274,573,280,670,345,1162,1010,1270,996,955,803,762,797,622,749
"509","K00665",27,14,46,35,25,28,89,77,96,114,78,61,32,63,43,23
"510","K00666",20414,16966,21271,20451,21687,30939,34778,29947,37299,33744,34087,31643,27529,34474,27108,26142
"511","K00667",10,10,6,6,4,2,9,8,3,7,12,8,4,4,10,10
"512","K00668",52,48,82,53,74,72,71,26,42,51,58,54,54,52,30,32
"513","K00670",751,582,285,850,868,164,90,77,93,102,84,739,691,783,699,905
"514","K00671",2,10,17,16,3,16,0,0,0,3,2,0,11,2,9,9
"515","K00672",857,923,563,1051,1423,581,515,418,557,433,465,1013,916,1063,807,856
"516","K00673",32,36,135,43,43,82,396,332,273,299,330,280,278,374,329,310
"517","K00674",3224,3076,3722,3851,2596,2501,4723,4260,4703,4753,4850,3925,3276,3781,3353,3423
"518","K00675",135,127,253,196,216,204,511,486,662,529,486,413,448,523,263,265
"519","K00677",3169,3131,3161,3768,1784,2195,3299,3143,2986,3300,3030,5271,4429,4814,5157,4439
"520","K00678",0,0,6,0,2,0,6,2,2,0,0,0,0,0,0,0
"521","K00679",1,8,10,15,8,6,0,0,0,0,0,6,0,4,0,0
"522","K00681",4656,4839,7271,5664,4261,5378,11869,11173,12058,12694,12514,9021,7645,9315,7753,7711
"523","K00682",103,59,109,119,131,92,254,168,165,177,193,130,173,226,133,160
"524","K00683",1312,1130,892,1234,525,810,1021,788,907,859,989,3347,2531,2953,2786,2921
"525","K00684",1269,1088,1432,1066,752,1253,3059,2793,2825,3182,3154,1673,1385,1519,1345,1263
"526","K00686",101,32,40,84,949,483,8,0,2,11,14,3,0,0,2,0
"527","K00687",12,8,64,8,17,20,490,402,487,358,375,31,22,51,14,36
"528","K00688",23563,21257,17952,24836,20466,20483,16918,13640,14935,13937,14311,27361,23385,26537,23603,24618
"529","K00690",481,473,696,579,393,497,1050,884,928,881,948,936,704,910,893,813
"530","K00691",409,484,478,407,735,1348,640,642,814,804,787,1875,1575,1863,1856,2156
"531","K00692",7,8,36,6,30,650,52,58,65,27,33,10,18,16,8,19
"532","K00693",195,220,42,93,85,26,128,95,70,127,135,190,188,248,262,221
"533","K00694",507,514,900,624,524,544,2142,1816,2081,2072,1988,1050,946,1198,958,1220
"534","K00695",24,2,9,3,9,10,43,58,78,82,52,36,23,21,26,17
"535","K00696",1687,1723,815,1642,998,295,120,72,120,149,124,287,238,299,262,231
"536","K00697",2105,1944,2861,2428,1615,2236,4788,3781,4687,4720,4652,3982,3414,3961,3325,3344
"537","K00698",0,10,24,27,6,8,0,13,4,13,23,19,18,6,10,22
